asset_id,lbw,timestamp,status,fallback_source_timestamp,nu,gamma,nlml_baseline,retry_used,fallback_used,failure_stage,failure_message,cpd_csv_path
HK50.cash,10,2025-10-10T00:00:00,fallback_previous,2025-10-09T00:00:00,0.7068753692710138,0.99998684806849669,13.650739351801086,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/HK50.cash_cpd.csv
HK50.cash,21,2025-10-10T00:00:00,fallback_previous,2025-10-09T00:00:00,0.90309899018398743,0.94530652616315114,28.214537274034203,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_21/HK50.cash_cpd.csv
JP225.cash,10,2020-09-21T00:00:00,fallback_previous,2020-09-18T00:00:00,0.90257919927914965,0.45445625353684538,14.485243876986804,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/JP225.cash_cpd.csv
JP225.cash,10,2024-06-27T00:00:00,fallback_previous,2024-06-26T00:00:00,0.66815161737927653,0.19790306160755705,15.351198904768818,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/JP225.cash_cpd.csv
SPN35.cash,10,2021-04-13T00:00:00,fallback_previous,2021-04-12T00:00:00,0.80314616021349083,0.38731932136680913,13.467837014967253,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/SPN35.cash_cpd.csv
UKOIL.cash,10,2019-07-30T00:00:00,fallback_previous,2019-07-29T00:00:00,0.74236057521800802,0.3002985123163604,15.1038131647257,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/UKOIL.cash_cpd.csv
UKOIL.cash,21,2017-04-19T00:00:00,fallback_previous,2017-04-18T00:00:00,0.71817442106551355,0.49665300003714402,30.226793620392794,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_21/UKOIL.cash_cpd.csv
US2000.cash,10,2023-11-02T00:00:00,fallback_previous,2023-11-01T00:00:00,0.71069528922645642,0.20014241497962498,14.52692818223345,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/US2000.cash_cpd.csv
NATGAS.cash,10,2026-01-21T00:00:00,fallback_previous,2026-01-20T00:00:00,0.86286604128453603,0.84607007113988852,14.824084473611103,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/NATGAS.cash_cpd.csv
ADAUSD,10,2025-01-03T00:00:00,fallback_previous,2025-01-02T00:00:00,0.39072191957042335,0.50476457158288701,14.317999726545036,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL: ,artifacts/features/cpd/lbw_10/ADAUSD_cpd.csv
AVAUSD,10,2022-07-04T00:00:00,fallback_previous,2022-07-03T00:00:00,0.81727961747836464,0.19976338262012289,14.900727333525333,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/AVAUSD_cpd.csv
BCHUSD,21,2018-12-19T00:00:00,fallback_previous,2018-12-18T00:00:00,0.81679736737720987,0.24970935845972897,29.056873827882704,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_21/BCHUSD_cpd.csv
BTCUSD,10,2016-12-02T00:00:00,fallback_previous,2016-12-01T00:00:00,0.73931782604000507,0.068184371182146222,13.589496912065687,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/BTCUSD_cpd.csv
BTCUSD,21,2016-08-02T00:00:00,fallback_previous,2016-08-01T00:00:00,0.67345960914889635,0.33129636438433918,29.557419320743623,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_21/BTCUSD_cpd.csv
BTCUSD,21,2022-02-26T00:00:00,fallback_previous,2022-02-25T00:00:00,0.87688864864384575,0.17252506823626293,29.605657023808625,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_21/BTCUSD_cpd.csv
BTCUSD,21,2023-07-11T00:00:00,fallback_previous,2023-07-10T00:00:00,0.99494194501064726,0.19077632278940346,29.218458705342591,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_21/BTCUSD_cpd.csv
DASHUSD,21,2026-02-02T00:00:00,fallback_previous,2026-02-01T00:00:00,0.99989762582869146,0.2780205610245427,29.471486025785417,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_21/DASHUSD_cpd.csv
DASHUSD,21,2026-02-03T00:00:00,fallback_previous,2026-02-02T00:00:00,0.99989762582869146,0.2780205610245427,27.77306882636298,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_21/DASHUSD_cpd.csv
ETCUSD,10,2023-07-09T00:00:00,fallback_previous,2023-07-08T00:00:00,0.98445686521037756,0.41795186880773405,14.88571781526081,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/ETCUSD_cpd.csv
ETHUSD,10,2016-06-27T00:00:00,fallback_previous,2016-06-26T00:00:00,0.98257554713459638,0.20384827671081926,14.102695469835693,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/ETHUSD_cpd.csv
ETHUSD,10,2018-04-14T00:00:00,fallback_previous,2018-04-13T00:00:00,0.75792044991730589,0.1994507724193664,15.195528154384732,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/ETHUSD_cpd.csv
LTCUSD,10,2012-02-20T00:00:00,fallback_previous,2012-02-19T00:00:00,1,0.30476138349715026,15.4701592863898,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/LTCUSD_cpd.csv
LTCUSD,10,2015-04-10T00:00:00,fallback_previous,2015-04-09T00:00:00,0.66538286747317066,0.42337648009550921,14.285971995599885,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/LTCUSD_cpd.csv
LTCUSD,21,2017-12-12T00:00:00,fallback_previous,2017-12-11T00:00:00,0.99914006586373638,0.99999989705785119,23.220838414395157,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_21/LTCUSD_cpd.csv
LTCUSD,126,2013-03-14T00:00:00,fallback_previous,2013-03-13T00:00:00,1,0.91354193687201213,167.06801491634815,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_126/LTCUSD_cpd.csv
LTCUSD,126,2013-03-16T00:00:00,fallback_previous,2013-03-15T00:00:00,1,0.9999999920634921,167.05384242410696,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_126/LTCUSD_cpd.csv
LTCUSD,126,2013-08-03T00:00:00,fallback_previous,2013-08-02T00:00:00,1,7.9365079365079361e-09,173.56010297848596,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_126/LTCUSD_cpd.csv
LTCUSD,126,2013-08-05T00:00:00,fallback_previous,2013-08-04T00:00:00,1,8.726844909453135e-08,169.08041995096696,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_126/LTCUSD_cpd.csv
XRPUSD,21,2022-02-07T00:00:00,fallback_previous,2022-02-06T00:00:00,0.77480412154744338,0.40924309276504162,29.441476566697272,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_21/XRPUSD_cpd.csv
XRPUSD,63,2024-11-16T00:00:00,fallback_previous,2024-11-15T00:00:00,0.99999999987869237,0.93331913352509555,80.420193606558456,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_63/XRPUSD_cpd.csv
ALGUSD,10,2025-05-18T00:00:00,fallback_previous,2025-05-17T00:00:00,0.11060524200441373,0.18842354527111141,14.470983608672931,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL: ,artifacts/features/cpd/lbw_10/ALGUSD_cpd.csv
BNBUSD,10,2025-05-18T00:00:00,fallback_previous,2025-05-17T00:00:00,0.87731705128358672,0.67097846835331232,14.077281810777055,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/BNBUSD_cpd.csv
BNBUSD,21,2024-09-06T00:00:00,fallback_previous,2024-09-05T00:00:00,0.79503486316660421,0.42859101272294953,28.551651677314446,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_21/BNBUSD_cpd.csv
DOGEUSD,21,2022-06-13T00:00:00,fallback_previous,2022-06-12T00:00:00,0.9243756879595908,0.90472128067362922,29.302516042121699,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_21/DOGEUSD_cpd.csv
DOGEUSD,21,2023-01-14T00:00:00,fallback_previous,2023-01-13T00:00:00,0.74290847099394941,0.38041781104575023,29.447584972896145,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_21/DOGEUSD_cpd.csv
FETUSD,10,2025-05-18T00:00:00,fallback_previous,2025-05-17T00:00:00,0.81149865232125096,0.19235468129410066,14.86096068495554,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/FETUSD_cpd.csv
GALUSD,10,2025-02-12T00:00:00,fallback_previous,2025-02-11T00:00:00,0.74308582974603521,0.19974456528840323,15.301069441909137,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/GALUSD_cpd.csv
GALUSD,10,2025-05-18T00:00:00,fallback_previous,2025-05-17T00:00:00,0.94811913375753121,0.15064210076317647,10.627020542880162,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/GALUSD_cpd.csv
GRTUSD,21,2024-12-09T00:00:00,fallback_previous,2024-12-08T00:00:00,0.78689649915289972,0.52299805903305341,30.193147374467269,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_21/GRTUSD_cpd.csv
ICPUSD,10,2024-12-09T00:00:00,fallback_previous,2024-12-08T00:00:00,0.59801540109778317,0.39657254055039798,14.907088676826481,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/ICPUSD_cpd.csv
ICPUSD,10,2025-05-18T00:00:00,fallback_previous,2025-05-17T00:00:00,0.97952018503799421,0.15383805224010977,13.231431098457993,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/ICPUSD_cpd.csv
IMXUSD,10,2025-10-11T00:00:00,fallback_previous,2025-10-10T00:00:00,0.66928153482106501,0.395181175601099,14.779400334618481,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/IMXUSD_cpd.csv
LNKUSD,10,2022-01-07T00:00:00,fallback_previous,2022-01-06T00:00:00,0.84650781870331426,0.13427712838229169,13.797612955664556,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/LNKUSD_cpd.csv
LNKUSD,10,2022-04-06T00:00:00,fallback_previous,2022-04-05T00:00:00,0.66443386825849382,0.61216564763750725,15.322252256881328,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/LNKUSD_cpd.csv
MANUSD,10,2025-02-12T00:00:00,fallback_previous,2025-02-11T00:00:00,0.75487322173790605,0.19858047928377731,14.874912194990662,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/MANUSD_cpd.csv
NEOUSD,10,2021-01-06T00:00:00,fallback_previous,2021-01-05T00:00:00,0.7497362122809248,0.70012595658247656,14.56180371212635,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/NEOUSD_cpd.csv
NEOUSD,21,2021-01-07T00:00:00,fallback_previous,2021-01-06T00:00:00,0.92634051460556643,0.93999948132285926,27.797286230536038,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_21/NEOUSD_cpd.csv
NERUSD,21,2024-01-10T00:00:00,fallback_previous,2024-01-09T00:00:00,0.97965217942512872,0.11864817051048987,30.684979389475302,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_21/NERUSD_cpd.csv
SANUSD,10,2025-05-18T00:00:00,fallback_previous,2025-05-17T00:00:00,0.83593152098578494,0.18398752915081718,14.214628473987892,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/SANUSD_cpd.csv
XLMUSD,10,2021-01-06T00:00:00,fallback_previous,2021-01-05T00:00:00,0.98070952298769865,0.8001811798729298,13.618356638693099,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/XLMUSD_cpd.csv
XLMUSD,10,2023-01-18T00:00:00,fallback_previous,2023-01-17T00:00:00,0.81536471200741001,0.41637964866397714,14.939828125349853,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/XLMUSD_cpd.csv
XLMUSD,21,2021-02-23T00:00:00,fallback_previous,2021-02-22T00:00:00,0.93583060697894482,0.38384070924641545,29.468100776566789,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_21/XLMUSD_cpd.csv
AAPL,10,2011-01-29T00:00:00,fallback_previous,2011-01-28T00:00:00,0.4254791372612941,0.3544960529549831,14.247602594334499,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL: ,artifacts/features/cpd/lbw_10/AAPL_cpd.csv
AAPL,10,2012-01-24T00:00:00,fallback_previous,2012-01-23T00:00:00,0.012900265469400464,0.46639493090960593,14.303357357404163,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL: ,artifacts/features/cpd/lbw_10/AAPL_cpd.csv
AAPL,10,2012-05-17T00:00:00,fallback_previous,2012-05-16T00:00:00,0.049581773814348112,0.22274334674116422,13.29072897034291,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL: ,artifacts/features/cpd/lbw_10/AAPL_cpd.csv
AAPL,10,2014-02-07T00:00:00,fallback_previous,2014-02-06T00:00:00,0.0011400156172724264,0.19011654620602964,11.878076944613293,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL: ,artifacts/features/cpd/lbw_10/AAPL_cpd.csv
AAPL,10,2025-01-07T00:00:00,fallback_previous,2025-01-06T00:00:00,0.24819541927921945,0.40010937373923727,15.236062566114974,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL: ,artifacts/features/cpd/lbw_10/AAPL_cpd.csv
AMZN,10,2020-10-27T00:00:00,fallback_previous,2020-10-26T00:00:00,0.0079835385738287364,9.9999999999999995e-08,14.635606746370692,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL: ,artifacts/features/cpd/lbw_10/AMZN_cpd.csv
AMZN,10,2022-06-10T00:00:00,fallback_previous,2022-06-09T00:00:00,0.24752875503899682,0.50046949111196404,11.932989705268946,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL: ,artifacts/features/cpd/lbw_10/AMZN_cpd.csv
BABA,21,2021-06-25T00:00:00,fallback_previous,2021-06-24T00:00:00,0.57462044779074428,0.52430928873564686,30.383533043345221,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_21/BABA_cpd.csv
BAC,10,2025-03-28T00:00:00,fallback_previous,2025-03-27T00:00:00,0.84736247097973327,0.19964580341214525,13.975390898089518,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/BAC_cpd.csv
GOOG,10,2022-02-02T00:00:00,fallback_previous,2022-02-01T00:00:00,0.89203286211367561,0.50022958514863913,14.595692342700682,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/GOOG_cpd.csv
GOOG,10,2025-10-06T00:00:00,fallback_previous,2025-10-03T00:00:00,0.74506846683511063,0.39807536072208027,15.119391352039711,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/GOOG_cpd.csv
MSFT,10,2022-01-05T00:00:00,fallback_previous,2022-01-04T00:00:00,0.90408415294503841,0.48359721365676622,12.869983942497081,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/MSFT_cpd.csv
NVDA,10,2023-09-13T00:00:00,fallback_previous,2023-09-12T00:00:00,0.88293814289747474,0.1948593170679343,14.499591791199974,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/NVDA_cpd.csv
PFE,10,2023-08-31T00:00:00,fallback_previous,2023-08-30T00:00:00,0.84958842734854267,0.19402785485060592,15.002287941317558,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/PFE_cpd.csv
RACE,21,2020-12-03T00:00:00,fallback_previous,2020-12-02T00:00:00,0.9947405664910699,0.14300897909036464,29.68824926224875,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_21/RACE_cpd.csv
RACE,21,2024-09-06T00:00:00,fallback_previous,2024-09-05T00:00:00,0.81276048132218226,0.28804494202901348,30.715090596054289,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_21/RACE_cpd.csv
ALVG,21,2020-11-10T00:00:00,fallback_previous,2020-11-09T00:00:00,0.0045317763457288791,0.9999998916200622,28.94045172247106,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL: ,artifacts/features/cpd/lbw_21/ALVG_cpd.csv
ALVG,21,2022-01-24T00:00:00,fallback_previous,2022-01-21T00:00:00,0.2653348710096281,0.99999995238095229,28.82707381539382,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL: ,artifacts/features/cpd/lbw_21/ALVG_cpd.csv
ALVG,63,2020-03-16T00:00:00,fallback_previous,2020-03-13T00:00:00,3.774949328785837e-15,0.94370023774936984,84.396059296543015,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL: ,artifacts/features/cpd/lbw_63/ALVG_cpd.csv
BAYGn,10,2022-12-08T00:00:00,fallback_previous,2022-12-07T00:00:00,0.78238804400526807,0.74679227764834777,15.412097847873683,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/BAYGn_cpd.csv
BAYGn,10,2023-04-27T00:00:00,fallback_previous,2023-04-26T00:00:00,0.91243076990805827,0.14929176157020541,14.311628954476447,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/BAYGn_cpd.csv
BAYGn,10,2025-07-31T00:00:00,fallback_previous,2025-07-30T00:00:00,0.87280713309993918,0.46313126857396086,12.753544252533587,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/BAYGn_cpd.csv
IBE,10,2021-08-18T00:00:00,fallback_previous,2021-08-17T00:00:00,0.7694502568312005,0.40342849432764327,13.065011008855661,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/IBE_cpd.csv
LVMH,10,2019-03-22T00:00:00,fallback_previous,2019-03-21T00:00:00,0.65057615314583483,0.33850561110245037,15.270008934415129,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/LVMH_cpd.csv
LVMH,10,2022-06-24T00:00:00,fallback_previous,2022-06-23T00:00:00,0.75272129217954353,0.3000176729062129,14.495290134506989,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/LVMH_cpd.csv
LVMH,10,2023-07-03T00:00:00,fallback_previous,2023-06-30T00:00:00,0.97343045724379662,0.13045431579801797,14.225369678120668,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/LVMH_cpd.csv
LVMH,21,2020-09-21T00:00:00,fallback_previous,2020-09-18T00:00:00,0.62023197252113116,0.37685840519974012,29.973000513533211,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_21/LVMH_cpd.csv
VOWG_p,10,2019-04-08T00:00:00,fallback_previous,2019-04-05T00:00:00,0.76158300958551173,1.7155270718464672e-07,15.04980177212027,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/VOWG_p_cpd.csv
EURCZK,10,2023-09-12T00:00:00,fallback_previous,2023-09-11T00:00:00,0.95995418971684787,0.17201061700151393,13.171072719273102,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/EURCZK_cpd.csv
EURNOK,10,2020-06-11T00:00:00,fallback_previous,2020-06-10T00:00:00,0.92868850640089806,0.63960324340562058,14.281709500677307,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/EURNOK_cpd.csv
EURNOK,10,2022-01-04T00:00:00,fallback_previous,2022-01-03T00:00:00,0.76938572292281082,0.23165481536024371,15.309229498305912,true,true,changepoint_fit,First changepoint fit failed: ABNORMAL: ; second changepoint fit failed: ABNORMAL:,artifacts/features/cpd/lbw_10/EURNOK_cpd.csv
