asset_id,symbol,category,path_pattern,d_file_path,resolution_status,resolution_failure_reason,schema_status,schema_reason_code,raw_row_count,screened_row_count,first_timestamp,last_timestamp,raw_eligibility_status,reason_code
USDJPY,USDJPY,Forex,forex_base_symbol_d,data/FTMO Data/Forex/USD/USDJPY/D/USDJPY_data.csv,RESOLVED,,ADMISSIBLE,,6730,6730,2000-03-29,2026-02-23,ELIGIBLE,
XAGAUD,XAGAUD,Metals CFD,category_symbol_d,data/FTMO Data/Metals CFD/XAGAUD/D/XAGAUD_data.csv,RESOLVED,,ADMISSIBLE,,2406,2406,2016-10-24,2026-02-23,ELIGIBLE,
XAGEUR,XAGEUR,Metals CFD,category_symbol_d,data/FTMO Data/Metals CFD/XAGEUR/D/XAGEUR_data.csv,RESOLVED,,ADMISSIBLE,,2198,2198,2017-08-14,2026-02-23,ELIGIBLE,
XAGUSD,XAGUSD,Metals CFD,category_symbol_d,data/FTMO Data/Metals CFD/XAGUSD/D/XAGUSD_data.csv,RESOLVED,,ADMISSIBLE,,4464,4464,2008-11-07,2026-02-23,ELIGIBLE,
XAUAUD,XAUAUD,Metals CFD,category_symbol_d,data/FTMO Data/Metals CFD/XAUAUD/D/XAUAUD_data.csv,RESOLVED,,ADMISSIBLE,,2409,2409,2016-10-21,2026-02-23,ELIGIBLE,
XAUEUR,XAUEUR,Metals CFD,category_symbol_d,data/FTMO Data/Metals CFD/XAUEUR/D/XAUEUR_data.csv,RESOLVED,,ADMISSIBLE,,2411,2411,2016-10-19,2026-02-23,ELIGIBLE,
XAUUSD,XAUUSD,Metals CFD,category_symbol_d,data/FTMO Data/Metals CFD/XAUUSD/D/XAUUSD_data.csv,RESOLVED,,ADMISSIBLE,,5583,5583,2004-06-11,2026-02-23,ELIGIBLE,
XCUUSD,XCUUSD,Metals CFD,category_symbol_d,data/FTMO Data/Metals CFD/XCUUSD/D/XCUUSD_data.csv,RESOLVED,,ADMISSIBLE,,316,316,2024-12-02,2026-02-23,EXCLUDED,INSUFFICIENT_RAW_HISTORY
XPDUSD,XPDUSD,Metals CFD,category_symbol_d,data/FTMO Data/Metals CFD/XPDUSD/D/XPDUSD_data.csv,RESOLVED,,ADMISSIBLE,,2762,2762,2015-01-07,2026-02-23,ELIGIBLE,
XPTUSD,XPTUSD,Metals CFD,category_symbol_d,data/FTMO Data/Metals CFD/XPTUSD/D/XPTUSD_data.csv,RESOLVED,,ADMISSIBLE,,2775,2775,2015-01-07,2026-02-23,ELIGIBLE,
