asset_id,lbw,split,fragment_start_timestamp,fragment_end_timestamp,fragment_start_timeline_index,fragment_end_timeline_index,fragment_length,reason_code,dropped_sequence_count
ALGUSD,252,validation,2025-12-27T00:00:00,2026-02-22T00:00:00,2253,2310,58,TERMINAL_FRAGMENT_LT_63,0
BARUSD,252,train,2025-09-14T00:00:00,2025-09-27T00:00:00,1636,1649,14,TERMINAL_FRAGMENT_LT_63,0
BARUSD,252,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,1798,1798,1,MISSING_NEXT_RETURN,0
BARUSD,252,validation,2026-02-01T00:00:00,2026-02-22T00:00:00,1776,1797,22,TERMINAL_FRAGMENT_LT_63,0
BNBUSD,252,train,2025-04-27T00:00:00,2025-05-11T00:00:00,2833,2847,15,TERMINAL_FRAGMENT_LT_63,0
BNBUSD,252,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,3129,3129,1,MISSING_NEXT_RETURN,0
BNBUSD,252,validation,2026-01-25T00:00:00,2026-02-22T00:00:00,3100,3128,29,TERMINAL_FRAGMENT_LT_63,0
AAPL,252,train,2023-12-19T00:00:00,2024-02-20T00:00:00,4786,4827,42,TERMINAL_FRAGMENT_LT_63,0
AAPL,252,validation,2026-02-20T00:00:00,2026-02-20T00:00:00,5329,5329,1,MISSING_NEXT_RETURN,0
AAPL,252,validation,2025-11-21T00:00:00,2026-02-19T00:00:00,5269,5328,60,TERMINAL_FRAGMENT_LT_63,0
AMZN,252,validation,2026-02-20T00:00:00,2026-02-20T00:00:00,1713,1713,1,MISSING_NEXT_RETURN,0
AMZN,252,validation,2026-01-30T00:00:00,2026-02-19T00:00:00,1699,1712,14,TERMINAL_FRAGMENT_LT_63,0
BABA,252,validation,2026-02-20T00:00:00,2026-02-20T00:00:00,1713,1713,1,MISSING_NEXT_RETURN,0
BABA,252,validation,2026-01-30T00:00:00,2026-02-19T00:00:00,1699,1712,14,TERMINAL_FRAGMENT_LT_63,0
BAC,252,validation,2026-02-20T00:00:00,2026-02-20T00:00:00,1713,1713,1,MISSING_NEXT_RETURN,0
BAC,252,validation,2026-01-30T00:00:00,2026-02-19T00:00:00,1699,1712,14,TERMINAL_FRAGMENT_LT_63,0
AIRF,252,train,2025-06-25T00:00:00,2025-07-29T00:00:00,1573,1597,25,TERMINAL_FRAGMENT_LT_63,0
AIRF,252,validation,2026-02-20T00:00:00,2026-02-20T00:00:00,1740,1740,1,MISSING_NEXT_RETURN,0
AIRF,252,validation,2026-01-29T00:00:00,2026-02-19T00:00:00,1724,1739,16,TERMINAL_FRAGMENT_LT_63,0
ALVG,252,train,2025-07-09T00:00:00,2025-07-30T00:00:00,1573,1588,16,TERMINAL_FRAGMENT_LT_63,0
ALVG,252,validation,2026-02-20T00:00:00,2026-02-20T00:00:00,1730,1730,1,MISSING_NEXT_RETURN,0
ALVG,252,validation,2026-01-30T00:00:00,2026-02-19T00:00:00,1715,1729,15,TERMINAL_FRAGMENT_LT_63,0
BAYGn,252,train,2025-07-08T00:00:00,2025-07-30T00:00:00,1573,1589,17,TERMINAL_FRAGMENT_LT_63,0
BAYGn,252,validation,2026-02-20T00:00:00,2026-02-20T00:00:00,1731,1731,1,MISSING_NEXT_RETURN,0
BAYGn,252,validation,2026-01-30T00:00:00,2026-02-19T00:00:00,1716,1730,15,TERMINAL_FRAGMENT_LT_63,0
AUDCAD,252,train,2023-08-03T00:00:00,2023-09-01T00:00:00,6046,6067,22,TERMINAL_FRAGMENT_LT_63,0
AUDCAD,252,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,6707,6707,1,MISSING_NEXT_RETURN,0
AUDCAD,252,validation,2026-02-10T00:00:00,2026-02-20T00:00:00,6698,6706,9,TERMINAL_FRAGMENT_LT_63,0
AUDCHF,252,train,2023-08-11T00:00:00,2023-09-12T00:00:00,5983,6005,23,TERMINAL_FRAGMENT_LT_63,0
AUDCHF,252,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,6638,6638,1,MISSING_NEXT_RETURN,0
AUDCHF,252,validation,2026-02-19T00:00:00,2026-02-20T00:00:00,6636,6637,2,TERMINAL_FRAGMENT_LT_63,0
AUDJPY,252,train,2023-06-27T00:00:00,2023-09-07T00:00:00,5983,6035,53,TERMINAL_FRAGMENT_LT_63,0
AUDJPY,252,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,6671,6671,1,MISSING_NEXT_RETURN,0
AUDJPY,252,validation,2026-02-16T00:00:00,2026-02-20T00:00:00,6666,6670,5,TERMINAL_FRAGMENT_LT_63,0
AUDNZD,252,train,2023-09-11T00:00:00,2023-09-14T00:00:00,5983,5986,4,TERMINAL_FRAGMENT_LT_63,0
AUDNZD,252,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,6617,6617,1,MISSING_NEXT_RETURN,0
AUDUSD,252,train,2023-07-04T00:00:00,2023-08-30T00:00:00,6046,6087,42,TERMINAL_FRAGMENT_LT_63,0
AUDUSD,252,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,6729,6729,1,MISSING_NEXT_RETURN,0
AUDUSD,252,validation,2026-02-06T00:00:00,2026-02-20T00:00:00,6718,6728,11,TERMINAL_FRAGMENT_LT_63,0
CADCHF,252,train,2023-09-04T00:00:00,2023-09-22T00:00:00,5920,5934,15,TERMINAL_FRAGMENT_LT_63,0
CADCHF,252,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,6559,6559,1,MISSING_NEXT_RETURN,0
CADCHF,252,validation,2025-12-02T00:00:00,2026-02-20T00:00:00,6502,6558,57,TERMINAL_FRAGMENT_LT_63,0
